State,Mean_Sunshine
DEBW,143.8348899789769
DEBY,137.99993742889646
DEBE,147.903487064117
DEBB,149.2373215799288
DEHB,131.75351170568564
DEHH,133.99737187910645
DEHE,131.59142938631933
DEMV,148.9778651980068
DENI,129.42976933457032
DENW,128.8004655520745
DERP,136.7037433962264
DESL,140.9681153846154
DEST,136.20949259529013
DESN,135.64040608581433
DESH,132.81789030091525
DETH,131.6216380368098
