State,Mean_Sunshine
DEBW,178.93418640504555
DEBY,175.62616751990902
DEBE,177.94049493813273
DEBB,179.90241396846923
DEHB,158.7735785953177
DEHH,153.74113009198422
DEHE,159.19586442933877
DEMV,171.38032170644288
DENI,157.87991060133254
DENW,160.0182180189149
DERP,166.89270440251573
DESL,179.6087692307692
DEST,170.48514688031077
DESN,180.51940126970229
DESH,159.11359057088296
DETH,158.19106748466257
