State,Mean_Sunshine
DEBW,175.57632515767344
DEBY,160.887622298066
DEBE,191.3937007874016
DEBB,190.7470757755552
DEHB,168.20066889632108
DEHH,169.9789750328515
DEHE,163.08012549317866
DEMV,188.21507998950955
DENI,169.85013283292574
DENW,172.24776739964278
DERP,170.60864905660375
DESL,181.2547307692308
DEST,183.73267783442583
DESN,180.8930987302977
DESH,171.01638901692235
DETH,173.04360122699387
