State,Mean_Sunshine
DEBW,172.97769866853542
DEBY,168.3732878270762
DEBE,179.20224971878514
DEBB,178.10128496355316
DEHB,172.83244147157188
DEHH,174.14441524310118
DEHE,156.65895802633457
DEMV,181.7260250021855
DENI,168.16188960107954
DENW,159.66354346616694
DERP,164.11315220125786
DESL,171.15992307692306
DEST,170.79662539451323
DESN,164.54345993870405
DESH,179.1369394877198
DETH,154.8169263803681
