State,Mean_Sunshine
DEBW,165.44069236159777
DEBY,171.70298777019343
DEBE,191.5300337457818
DEBB,185.12167825055096
DEHB,165.02374581939802
DEHH,164.34664914586074
DEHE,156.9263012786994
DEMV,176.25453710988725
DENI,160.36244834275112
DENW,149.98148625303782
DERP,158.57959245283018
DESL,158.9597307692308
DEST,175.8625297402282
DESN,183.07329794220664
DESH,164.64176598406533
DETH,167.15509815950918
