State,Mean_Sunshine
DEBW,169.2041009110021
DEBY,170.8965941410694
DEBE,169.13430821147355
DEBB,167.04322766570604
DEHB,161.95150501672242
DEHH,163.4059132720105
DEHE,150.51754527736844
DEMV,174.84756097560975
DENI,159.79986927553344
DENW,151.56506017040962
DERP,152.61247295597485
DESL,152.79042307692308
DEST,165.9620587521243
DESN,161.50574649737302
DESH,170.84262856390333
DETH,155.02454601226995
