State,Mean_Sunshine
DEBW,157.67241765942538
DEBY,164.5656598407281
DEBE,177.9168728908886
DEBB,170.55982030852684
DEHB,147.67658862876254
DEHH,164.24980289093298
DEHE,154.615824499691
DEMV,173.97129119678294
DENI,156.0292928228051
DENW,150.9081544813047
DERP,155.2950389937107
DESL,154.1199230769231
DEST,167.79964068948777
DESN,164.44391965849383
DESH,167.19041943767698
DETH,154.50508588957055
