State,Mean_Sunshine
DEBW,166.63835178696567
DEBY,161.29202929465302
DEBE,173.83408323959506
DEBB,173.3919206645194
DEHB,163.9655518394649
DEHH,165.80223390275953
DEHE,149.53687312829777
DEMV,173.56411836699013
DENI,157.3380513620646
DENW,153.5493075278892
DERP,158.0927496855346
DESL,160.02607692307691
DEST,164.8497450837582
DESN,166.25870731173384
DESH,169.18137222624614
DETH,155.47206134969326
