state,mean_precip
DEBB,51.91980099502487
DEBE,54.199999999999996
DEBW,95.95579812206573
DEBY,90.05325757575758
DEHB,81.86333333333333
DEHE,71.00172619047619
DEHH,81.85333333333334
DEMV,55.74253205128205
DENI,76.72834142394822
DENW,83.06588963963964
DERP,76.82689024390244
DESH,74.09622549019608
DESL,90.06020833333334
DESN,67.17869047619047
DEST,53.27201550387597
DETH,63.26056451612903
