state,mean_precip
DEBB,60.711890547263685
DEBE,61.215
DEBW,98.98960093896713
DEBY,99.51817016317015
DEHB,86.89916666666666
DEHE,80.30347222222221
DEHH,91.43083333333334
DEMV,61.24887820512821
DENI,83.0332362459547
DENW,88.86981981981981
DERP,77.4615650406504
DESH,84.99438725490195
DESL,86.20833333333333
DESN,74.98030952380952
DEST,62.63174418604651
DETH,73.15112903225807
