state,mean_precip
DEBB,54.03936567164179
DEBE,56.362500000000004
DEBW,87.52989436619718
DEBY,85.074662004662
DEHB,63.629999999999995
DEHE,74.2142261904762
DEHH,71.15916666666666
DEMV,53.297035256410254
DENI,68.41718446601942
DENW,81.19898648648649
DERP,74.15085365853659
DESH,69.96524509803922
DESL,79.441875
DESN,66.90797619047619
DEST,51.139709302325585
DETH,64.90943548387096
