state,mean_precip
DEBB,47.11261194029851
DEBE,47.465
DEBW,80.1781338028169
DEBY,73.37629953379952
DEHB,61.86333333333334
DEHE,63.48694444444445
DEHH,67.22833333333334
DEMV,52.50352564102564
DENI,63.42504045307444
DENW,71.79961711711711
DERP,64.58947154471545
DESH,68.01948529411764
DESL,74.09083333333334
DESN,57.04614285714286
DEST,46.44313953488372
DETH,53.938924731182794
