id,mean_ndvi
DESN,0.0029070340737792784
DEBY,0.10938202243977753
DERP,-0.005845576055079092
DESL,-0.00870001309598367
DESH,-9999.0
DENI,-9999.0
DENW,-0.00470931364974621
DEBW,0.14324895236146806
DEBB,0.0025808521890024034
DEMV,-9999.0
DEHB,-9999.0
DEHH,-9999.0
DEHE,-0.004640484155752997
DETH,0.0027141409832584567
DEST,-0.001154108701945297
DEBE,0.0007561328290946975
