id,mean_ndvi
DESN,0.29902772937437155
DEBY,0.3085447331057649
DERP,-9999.0
DESL,-9999.0
DESH,0.31536366990571574
DENI,0.287810755644696
DENW,0.24306010523214014
DEBW,0.35511737623752754
DEBB,0.2847858655986515
DEMV,0.30360956901864006
DEHB,0.20801006093803054
DEHH,0.27890246121855194
DEHE,0.33014086148131006
DETH,0.31654179261213855
DEST,0.3297107980570712
DEBE,0.18650007693536327
