id,mean_ndvi
DESN,-0.0003356948892854475
DEBY,0.03040385081490544
DERP,-9999.0
DESL,-9999.0
DESH,0.00310707828878096
DENI,0.020549894795128868
DENW,0.015938750119216666
DEBW,0.06820371057654193
DEBB,-0.002304827762365378
DEMV,-0.006515619718961002
DEHB,0.014362036307459837
DEHH,-0.004728377290457184
DEHE,-9999.0
DETH,-9999.0
DEST,0.06862916552949862
DEBE,-9999.0
