state,mean_ndvi
DEBB,0.2612936601201083
DEBE,0.20587612797501767
DEBW,0.28513079433273053
DEBY,0.25124694560897765
DEHB,0.19378121580743787
DEHE,0.30586251345877147
DEHH,0.2296088891706746
DEMV,0.2838517987999703
DENI,0.2774620554214825
DENW,0.23211790258718545
DERP,0.26152961793214224
DESH,0.29112941840399187
DESL,0.2509160501378221
DESN,0.2478647645322833
DEST,0.2826338476307618
DETH,0.27373750187176854
