state,mean_ndvi
DEBB,0.2016700745693513
DEBE,0.1558188107023793
DEBW,0.19648344928005543
DEBY,0.22483322718305712
DEHB,0.2634650412069583
DEHE,0.1826084135110107
DEHH,0.21325293935517417
DEMV,0.1974894433879094
DENI,0.25126259813355617
DENW,0.19613477574083618
DERP,0.18904487227813868
DESH,0.22633544570574163
DESL,0.1892982898226736
DESN,0.20703888114579166
DEST,0.1998380296203118
DETH,0.1965397107253907
