time,lat,lon,precip,state
1991-01-01,51.625,12.875,19.66,DESN
1991-01-01,51.375,12.375,16.22,DESN
1991-01-01,51.375,12.625,18.76,DESN
1991-01-01,51.375,12.875,19.59,DESN
1991-01-01,51.375,13.125,17.1,DESN
1991-01-01,51.375,13.375,14.92,DESN
1991-01-01,51.375,14.125,22.9,DESN
1991-01-01,51.375,14.375,21.47,DESN
1991-01-01,51.375,14.625,21.43,DESN
1991-01-01,51.375,14.875,22.74,DESN
1991-01-01,51.125,12.375,17.86,DESN
1991-01-01,51.125,12.625,20.49,DESN
1991-01-01,51.125,12.875,23.29,DESN
1991-01-01,51.125,13.125,22.14,DESN
1991-01-01,51.125,13.375,20.17,DESN
1991-01-01,51.125,13.625,20.29,DESN
1991-01-01,51.125,13.875,19.88,DESN
1991-01-01,51.125,14.125,23.79,DESN
1991-01-01,51.125,14.375,24.91,DESN
1991-01-01,51.125,14.625,20.82,DESN
1991-01-01,51.125,14.875,18.94,DESN
1991-01-01,50.875,12.625,29.74,DESN
1991-01-01,50.875,12.875,34.1,DESN
1991-01-01,50.875,13.125,31.63,DESN
1991-01-01,50.875,13.375,28.95,DESN
1991-01-01,50.875,13.625,25.91,DESN
1991-01-01,50.875,13.875,19.64,DESN
1991-01-01,50.875,14.125,17.96,DESN
1991-01-01,50.875,14.625,22.74,DESN
1991-01-01,50.625,12.375,33.43,DESN
1991-01-01,50.625,12.625,34.91,DESN
1991-01-01,50.625,12.875,33.18,DESN
1991-01-01,50.625,13.125,30.01,DESN
1991-01-01,50.375,12.125,24.15,DESN
1991-01-01,50.375,12.375,30.89,DESN
1991-02-01,51.625,12.875,21.88,DESN
1991-02-01,51.375,12.375,22.64,DESN
1991-02-01,51.375,12.625,23.19,DESN
1991-02-01,51.375,12.875,20.52,DESN
1991-02-01,51.375,13.125,17.83,DESN
1991-02-01,51.375,13.375,16.2,DESN
1991-02-01,51.375,14.125,20.75,DESN
1991-02-01,51.375,14.375,22.3,DESN
1991-02-01,51.375,14.625,20.56,DESN
1991-02-01,51.375,14.875,17.3,DESN
1991-02-01,51.125,12.375,20.95,DESN
1991-02-01,51.125,12.625,21.26,DESN
1991-02-01,51.125,12.875,20.82,DESN
1991-02-01,51.125,13.125,18.66,DESN
1991-02-01,51.125,13.375,16.87,DESN
1991-02-01,51.125,13.625,16.56,DESN
1991-02-01,51.125,13.875,17.74,DESN
1991-02-01,51.125,14.125,22.1,DESN
1991-02-01,51.125,14.375,24.01,DESN
1991-02-01,51.125,14.625,19.95,DESN
1991-02-01,51.125,14.875,16.24,DESN
1991-02-01,50.875,12.625,20.89,DESN
1991-02-01,50.875,12.875,21.87,DESN
1991-02-01,50.875,13.125,21.51,DESN
1991-02-01,50.875,13.375,23.29,DESN
1991-02-01,50.875,13.625,23.31,DESN
1991-02-01,50.875,13.875,19.88,DESN
1991-02-01,50.875,14.125,19.89,DESN
1991-02-01,50.875,14.625,18.64,DESN
1991-02-01,50.625,12.375,27.2,DESN
1991-02-01,50.625,12.625,29.56,DESN
1991-02-01,50.625,12.875,26.4,DESN
1991-02-01,50.625,13.125,27.63,DESN
1991-02-01,50.375,12.125,23.19,DESN
1991-02-01,50.375,12.375,31.17,DESN
1991-03-01,51.625,12.875,36.86,DESN
1991-03-01,51.375,12.375,27.91,DESN
1991-03-01,51.375,12.625,32.1,DESN
1991-03-01,51.375,12.875,31.71,DESN
1991-03-01,51.375,13.125,26.97,DESN
1991-03-01,51.375,13.375,26.22,DESN
1991-03-01,51.375,14.125,26.25,DESN
1991-03-01,51.375,14.375,22.78,DESN
1991-03-01,51.375,14.625,19.24,DESN
1991-03-01,51.375,14.875,20.99,DESN
1991-03-01,51.125,12.375,20.85,DESN
1991-03-01,51.125,12.625,22.66,DESN
1991-03-01,51.125,12.875,23.81,DESN
1991-03-01,51.125,13.125,22.68,DESN
1991-03-01,51.125,13.375,21.69,DESN
1991-03-01,51.125,13.625,21.65,DESN
1991-03-01,51.125,13.875,21.7,DESN
1991-03-01,51.125,14.125,25.39,DESN
1991-03-01,51.125,14.375,24.72,DESN
1991-03-01,51.125,14.625,19.95,DESN
1991-03-01,51.125,14.875,21.52,DESN
1991-03-01,50.875,12.625,19.01,DESN
1991-03-01,50.875,12.875,21.2,DESN
1991-03-01,50.875,13.125,22.96,DESN
1991-03-01,50.875,13.375,26.34,DESN
1991-03-01,50.875,13.625,25.97,DESN
