id,mean_ndvi
DESN,0.22371048675505795
DEBY,0.25245713762881483
DERP,0.2421012918743873
DESL,0.2462985179601424
DESH,0.28832802475215774
DENI,0.26318267987190425
DENW,0.2932784284185949
DEBW,0.29488298578405336
DEBB,0.23596261103296082
DEMV,0.22958851348291906
DEHB,0.10902792896257738
DEHH,0.2818418394301273
DEHE,0.3707391044183989
DETH,0.2688962425160574
DEST,0.2268663425776122
DEBE,0.14987471354778473
