id,mean_ndvi
DESN,0.2586416499096657
DEBY,0.2272048050479958
DERP,0.21012240287179718
DESL,0.2747561615769851
DESH,-9999.0
DENI,0.27402319468265196
DENW,0.2529935117439782
DEBW,0.254807686969456
DEBB,0.2564314845858138
DEMV,-9999.0
DEHB,0.21454724615479764
DEHH,-9999.0
DEHE,0.2566525477875891
DETH,0.23676406478566128
DEST,0.2577923018007738
DEBE,0.1791559838976742
