id,mean_ndvi
DESN,0.2983647780247785
DEBY,0.3186938971842252
DERP,0.3241989425371907
DESL,0.28110073005977926
DESH,0.3424414879342685
DENI,0.3288884306796308
DENW,0.33409337278609064
DEBW,0.3430371214233175
DEBB,0.27423347694574285
DEMV,0.32774343143005347
DEHB,0.29444010259206893
DEHH,0.27884664923766755
DEHE,0.3367167980026001
DETH,0.3472536770622782
DEST,0.32796022947515313
DEBE,0.18326239379920822
