state,mean_precip
DEBB,48.280261194029855
DEBE,49.0575
DEBW,74.60647887323944
DEBY,73.45041958041958
DEHB,72.41666666666667
DEHE,63.03970238095238
DEHH,73.38833333333334
DEMV,52.87211538461538
DENI,69.02700647249192
DENW,78.74796171171171
DERP,60.51719512195122
DESH,72.60867647058824
DESL,68.535
DESN,63.53645238095238
DEST,47.66860465116279
DETH,58.32860215053764
