state,mean_precip
DEBB,54.20972636815921
DEBE,56.52
DEBW,66.24786384976525
DEBY,69.69438811188812
DEHB,62.40166666666667
DEHE,52.640277777777776
DEHH,67.35666666666667
DEMV,60.496650641025646
DENI,57.6828074433657
DENW,62.01085585585586
DERP,51.18022357723577
DESH,72.05916666666667
DESL,59.04479166666667
DESN,57.26585714285714
DEST,43.3256007751938
DETH,47.67284946236559
