state,mean_precip
DEBB,38.08141791044776
DEBE,42.156666666666666
DEBW,79.66028169014085
DEBY,73.10272727272728
DEHB,58.439166666666665
DEHE,60.396190476190476
DEHH,63.245000000000005
DEMV,48.02658653846154
DENI,56.89835760517799
DENW,68.83882882882882
DERP,61.15727642276423
DESH,64.66845588235294
DESL,71.39604166666666
DESN,52.44138095238095
DEST,39.18705426356589
DETH,54.249543010752696
