state,mean_precip
DEBB,44.34266169154229
DEBE,41.5725
DEBW,72.69766431924883
DEBY,67.81985431235431
DEHB,57.95583333333334
DEHE,60.873710317460315
DEHH,61.0
DEMV,51.350833333333334
DENI,57.711804207119734
DENW,68.88484234234234
DERP,61.63585365853658
DESH,68.25490196078431
DESL,67.84833333333333
DESN,51.370619047619044
DEST,45.275368217054265
DETH,53.85682795698925
