State,mean_ndvi,Temperature,Year
DEBE,0.1832515329646886,9.17289088863892,1993
DEBW,0.1661678057723579,8.549718290119129,1993
DEBY,0.1615639936613105,7.976924061433448,1993
DEHB,0.1358840362805246,8.81304347826087,1993
DEHE,0.2224084988427794,8.544179303132577,1993
DEHH,0.1324687768320025,8.808409986859395,1993
DEMV,0.1592611342855613,8.169315499606611,1993
DENI,0.1987722531630102,8.64570296027663,1993
DENW,0.200758658280957,9.089649518343922,1993
DERP,0.1916297923700904,8.947864150943397,1993
DESH,0.2264774136690599,8.17901494699414,1993
DESL,0.2048834780588311,9.277653846153846,1993
DESN,0.172022933951824,8.272947679509631,1993
DEST,0.1622142586014281,8.758786113134256,1993
DETH,0.2123874769534268,7.787466257668712,1993
DEBB,0.1921614039942777,9.922525851839294,1994
DEBE,0.1847212529477667,10.243307086614172,1994
DEBW,0.2196282838625353,9.859100210231253,1994
DEBY,0.226283072411899,9.36606513083049,1994
DEHB,0.2582572094556193,9.969565217391304,1994
DEHE,0.2618635342836296,9.754808195084852,1994
DEHH,0.2714242002783761,9.993298291721418,1994
DEMV,0.1937863754981347,9.237625666579248,1994
DENI,0.2493534480109611,9.84637766720081,1994
DENW,0.2557145731131536,10.2772318683571,1994
DERP,0.2731781954900542,10.159018867924528,1994
DESH,0.2639091826875351,9.317870547178508,1994
DESL,0.2493542219060611,10.53896153846154,1994
DESN,0.2026801973176215,9.460119308231176,1994
DEST,0.2025009795807478,9.976528283563974,1994
DETH,0.2163578884264737,9.111441717791411,1994
DEBB,0.2184078088139164,9.220806916426511,1995
DEBE,0.1162294278380806,9.610911136107983,1995
DEBW,0.1924936838512323,8.753704274702173,1995
DEBY,0.1854390403888573,8.152005119453925,1995
DEHB,0.2127160826008689,9.502341137123745,1995
DEHE,0.2688639969957673,8.948828254979322,1995
DEHH,0.2093249754503832,9.48515111695138,1995
DEMV,0.291264630558204,8.658003321968705,1995
DENI,0.2643597441730017,9.325006325377414,1995
DENW,0.2568476440558455,9.779708956753431,1995
DERP,0.2701265664085582,9.438309433962264,1995
DESH,0.2442864290165543,8.856331072627905,1995
DESL,0.2622543556882301,9.81723076923077,1995
DESN,0.2015468123254661,8.548746716287214,1995
DEST,0.289356162024477,9.293430444282594,1995
DETH,0.2657978272269813,8.227546012269938,1995
DEBB,0.1643281631879423,7.367058823529411,1996
DEBE,0.1365068714770214,7.782452193475816,1996
DEBW,0.1703401439476093,7.400103714085493,1996
DEBY,0.1788105336874084,6.707299488054607,1996
DEHB,0.0531804519601565,7.652508361204014,1996
DEHE,0.1840519318344494,7.223567999239436,1996
DEHH,0.1449842354523704,7.618659658344284,1996
DEMV,0.1615979992364821,6.934854445318647,1996
DENI,0.1435164515594418,7.469617103820528,1996
DENW,0.1596325004735796,7.940382982461276,1996
DERP,0.1643070827526642,7.795416352201259,1996
DESH,0.155877298322064,7.1657338513202085,1996
DESL,0.1741583014671825,8.291461538461538,1996
DESN,0.149061585754013,6.631370402802101,1996
DEST,0.1427216394449398,7.287161932507891,1996
DETH,0.1188474044484887,6.38096319018405,1996
DEBB,0.2074122501582276,9.24612307170707,1997
DEBE,0.1590648924096004,9.721709786276715,1997
DEBW,0.2138417264320903,8.797076384022427,1997
DEBY,0.1912545668674318,8.149507963594994,1997
DEHB,0.1953231366373506,9.491304347826087,1997
DEHE,0.2197542052204308,8.880976374958406,1997
DEHH,0.1894203112213112,9.489487516425756,1997
DEMV,0.2449758688000763,8.77970102281668,1997
DENI,0.2348189548286966,9.357122374968371,1997
DENW,0.2190252288171684,9.655664216906276,1997
DERP,0.2253434704799115,9.258827672955976,1997
DESH,0.273611680825768,8.961124646078886,1997
DESL,0.2572727309997979,9.687615384615386,1997
DESN,0.2029995824291557,8.45893169877408,1997
DEST,0.2131071423358613,9.26467103665938,1997
DETH,0.2005227896596041,8.24877300613497,1997
DEBB,0.2425433766458411,9.510177996270553,1998
DEBE,0.1870939902080642,9.86872890888639,1998
DEBW,0.2035259532524265,8.90506797477225,1998
DEBY,0.1943620194577869,8.428292093287826,1998
DEHB,0.1801207917883188,9.590635451505015,1998
DEHE,0.2409678695520759,8.9766126348814,1998
DEHH,0.1879814834343381,9.57555847568988,1998
DEMV,0.2433578649596482,8.898474517003233,1998
DENI,0.1825722039718058,9.481260015180906,1998
DENW,0.1758680133129934,9.69791819166691,1998
DERP,0.2419051004796495,9.257272955974845,1998
DESH,0.1763761475552615,8.994403107921249,1998
DESL,0.2040582110166082,9.484115384615384,1998
DESN,0.2671446427798616,8.890367775831873,1998
DEST,0.1927021105772351,9.588448652585578,1998
DETH,0.2170097300126176,8.53498773006135,1998
DEBB,0.1731713959940611,10.070008476012882,1999
DEBE,0.1333142310048869,10.51023622047244,1999
DEBW,0.1825247437900168,9.030887175893485,1999
DEBY,0.2009476599626443,8.478508248009101,1999
DEHB,0.2583192405046297,10.390635451505018,1999
DEHE,0.2068427312617357,9.450064172648192,1999
DEHH,0.2330240690597913,10.393429697766097,1999
DEMV,0.2579183340365931,9.55505726025002,1999
DENI,0.2441519531215039,10.220414101374717,1999
DENW,0.194468526632722,10.346593271454925,1999
DERP,0.1995308067064123,9.671094339622645,1999
DESH,0.3019031096259125,9.658451307038916,1999
DESL,0.2235366398449289,9.852230769230768,1999
DESN,0.1757518478353281,9.164043345008755,1999
DEST,0.2178158263910054,10.091769847050257,1999
DETH,0.2673431718827816,8.849134969325153,1999
DEBB,0.2079472758342705,10.403159857602985,2000
DEBE,0.1682065012897164,10.832395950506188,2000
DEBW,0.2490832311361736,9.69149824807288,2000
DEBY,0.2134658213948813,9.12957053469852,2000
DEHB,0.2999491443287504,10.390635451505018,2000
DEHE,0.2832746138013387,9.777392213718686,2000
DEHH,0.2457392733429811,10.294875164257556,2000
DEMV,0.2434846393628497,9.738945712037763,2000
DENI,0.3000933684333023,10.277515391751706,2000
DENW,0.3039496853634246,10.519506339121014,2000
DERP,0.2620815441069922,10.096583647798742,2000
DESH,0.2746861477822153,9.81080529400145,2000
DESL,0.3134312715964095,10.273807692307694,2000
DESN,0.2043612761351552,9.845714754816113,2000
DEST,0.238419631774249,10.388099053168244,2000
DETH,0.2357850083739095,9.368159509202457,2000
DEBB,0.1544678225641763,9.224200711985084,2001
DEBE,0.1840827332346812,9.616085489313836,2001
DEBW,0.2238596551835429,8.98274982480729,2001
DEBY,0.2048524469198253,8.335025597269624,2001
DEHB,0.2808692757046958,9.460869565217392,2001
DEHE,0.2684840822204649,9.113124494937493,2001
DEHH,0.2507906828635438,9.325229960578186,2001
DEMV,0.2342898542406013,8.783053588600403,2001
DENI,0.2985725462452504,9.41793033651008,2001
DENW,0.267554645707982,9.85533042485287,2001
DERP,0.2711076752738979,9.543818867924529,2001
DESH,0.268183063467827,8.859359978929348,2001
DESL,0.2813735331000975,9.719423076923077,2001
DESN,0.1600310046168313,8.620851576182137,2001
DEST,0.2532616648376342,9.34734158776402,2001
DETH,0.1890274298729145,8.45179754601227,2001
DEBB,0.2265320085687148,9.757311408713342,2002
DEBE,0.2061837045766664,10.2,2002
DEBW,0.1578844375436978,9.530483531885071,2002
DEBY,0.1187397182756969,8.993101535836178,2002
DEHB,0.2416413276109874,9.992307692307692,2002
DEHE,0.1708984825248446,9.569976707705472,2002
DEHH,0.1625364110479883,9.94862023653088,2002
DEMV,0.2111769796432337,9.42084972462628,2002
DENI,0.1841854045882845,9.884595597537322,2002
DENW,0.1938699792482586,10.29560507129681,2002
DERP,0.1460711465621806,10.03206037735849,2002
DESH,0.2371530543575116,9.61883189570027,2002
DESL,0.1156921171401876,10.281346153846156,2002
DESN,0.2206985023115369,9.19359128721541,2002
DEST,0.1700155409270866,9.701077931536782,2002
DETH,0.1726900988457799,8.84616564417178,2002
DEBB,0.2478255353196221,9.506946940159349,2003
DEBE,0.2138592436012168,10.035208098987626,2003
DEBW,0.2568258692515777,9.456591450595656,2003
DEBY,0.2353943529342234,8.772293799772468,2003
DEHB,0.242670457153105,9.61103678929766,2003
DEHE,0.2506067925476531,9.528083852260304,2003
DEHH,0.2081906195926883,9.666622864651773,2003
DEMV,0.2648696490619837,9.070478188652856,2003
DENI,0.2648361570687856,9.66684237159484,2003
DENW,0.2657242853334128,10.154352472696395,2003
DERP,0.2843656218802186,10.093559748427673,2003
DESH,0.2453793955656267,9.21201027194311,2003
DESL,0.3002671821363636,10.567615384615385,2003
DESN,0.2212362874100672,9.020107267950964,2003
DEST,0.2286825421074204,9.638795824229184,2003
DETH,0.1366658435541221,8.754380368098161,2003
DEBB,0.2209270656895055,9.352310561112052,2004
DEBE,0.1910979928036973,9.77986501687289,2004
DEBW,0.245763867219477,8.752608269096005,2004
DEBY,0.2140062646241109,8.204438282138794,2004
DEHB,0.173693001554658,9.684615384615386,2004
DEHE,0.2305014638022849,8.945971383752438,2004
DEHH,0.1728712719275934,9.56084099868594,2004
DEMV,0.1841900818618955,8.985169158143195,2004
DENI,0.1965953131363659,9.546563211604958,2004
DENW,0.2019847458892156,9.584944221591076,2004
DERP,0.1771173180645319,9.297911949685536,2004
DESH,0.1958656509314112,9.1579574636202,2004
DESL,0.2602725768198115,9.510461538461538,2004
DESN,0.2118087980621155,8.67209938704028,2004
DEST,0.2336442664223444,9.335625151735858,2004
DETH,0.2171998567259941,8.330447852760736,2004
DEBB,0.2142775232235921,9.316521444312595,2005
DEBE,0.1698742088486174,9.851181102362206,2005
DEBW,0.2103342910485551,8.58262368605466,2005
DEBY,0.2336231908909121,7.977113196814562,2005
DEHB,0.2478699925154005,9.720066889632108,2005
DEHE,0.2173795793030046,9.14220658839188,2005
DEHH,0.271538800366401,9.705519053876476,2005
DEMV,0.2090489470065562,9.0528804965469,2005
DENI,0.2781346111004945,9.639759213966434,2005
DENW,0.2722395900203255,9.88466898954704,2005
DERP,0.2421094189810134,9.553388679245282,2005
DESH,0.2519363749733938,9.242602225587673,2005
DESL,0.2826451155665455,9.860653846153848,2005
DESN,0.2213697966806536,8.585814360770579,2005
DEST,0.2043508172939813,9.424170915270697,2005
DETH,0.2268988265701653,8.397196319018404,2005
DEBB,0.2165494577156348,9.968109849126972,2006
DEBE,0.1653749616664769,10.453543307086615,2006
DEBW,0.2113202795841008,9.203955150665733,2006
DEBY,0.2140421595617092,8.529075654152445,2006
DEHB,0.2307570619876352,10.217391304347826,2006
DEHE,0.2564085732667009,9.467447830013784,2006
DEHH,0.1432316710530552,10.142049934296978,2006
DEMV,0.2328597357003838,9.657828481510622,2006
DENI,0.2318065699657322,10.124493969806863,2006
DENW,0.2188084297706177,10.292665358826456,2006
DERP,0.2525857728863391,9.885383647798742,2006
DESH,0.2599846197756296,9.842338842431024,2006
DESL,0.2503383736214705,10.18,2006
DESN,0.2073136384322255,9.25313047285464,2006
DEST,0.2131393438254765,9.953882010196647,2006
DETH,0.2031524433777403,8.864460122699388,2006
DEBB,0.2484489854535057,10.341939311747756,2007
DEBE,0.1582613440703341,10.8037120359955,2007
DEBW,0.2360466112824826,9.44367764540995,2007
DEBY,0.2504881876467166,9.069577645051192,2007
DEHB,0.1961602773900177,10.542140468227425,2007
DEHE,0.26822751618682,9.773204354233018,2007
DEHH,0.1666652946557793,10.37017082785808,2007
DEMV,0.2608189708737693,9.948352128682576,2007
DENI,0.248201008082897,10.41978788901071,2007
DENW,0.2497911227924459,10.485447837671654,2007
DERP,0.2380754311227055,10.136784905660376,2007
DESH,0.2242422475002909,10.030690722328307,2007
DESL,0.2413209994837404,10.323307692307694,2007
DESN,0.2440825756345673,9.686930823117336,2007
DEST,0.2637594692609715,10.34011653313911,2007
DETH,0.2580648888433712,9.273435582822088,2007
DEBB,0.2791965641504808,10.118993049669436,2008
DEBE,0.2427434623570638,10.61766029246344,2008
DEBW,0.2405324113909238,9.06082690960056,2008
DEBY,0.2480671881142219,8.748006257110355,2008
DEHB,0.2595522462550134,10.10602006688963,2008
DEHE,0.2924231803067751,9.363763844654656,2008
DEHH,0.2533838794110407,10.117739816031536,2008
DEMV,0.2406188044025204,9.701809598741148,2008
DENI,0.2849512461863797,9.994661381462429,2008
DENW,0.2687896049440967,9.874901179984189,2008
DERP,0.2956592891768763,9.569127044025157,2008
DESH,0.2935601963207009,9.733179693158622,2008
DESL,0.3168441396833644,9.734076923076923,2008
DESN,0.2063601117734234,9.407300788091067,2008
DEST,0.2910906790985301,10.012896334061663,2008
DETH,0.3185650051866276,8.950306748466257,2008
DEBB,0.2224482755140933,9.475338192914052,2009
DEBE,0.1974902635049138,9.9607424071991,2009
DEBW,0.2090852441239023,8.98081009110021,2009
DEBY,0.2033930919297126,8.4671885665529,2009
DEHB,0.235125324784707,9.944147157190637,2009
DEHE,0.2205878807858115,9.155107667443076,2009
DEHH,0.1998345485577766,9.696846254927728,2009
DEMV,0.1962978573629062,9.07567532126934,2009
DENI,0.2366800811609258,9.71553512692924,2009
DENW,0.1810055882591472,9.820056803209088,2009
DERP,0.2414963086976429,9.593972327044025,2009
DESH,0.2411312901851887,9.282550865872128,2009
DESL,0.2460494571184381,9.843307692307691,2009
DESN,0.2362097780501522,8.913326401050787,2009
DEST,0.2334084103488913,9.54796309783928,2009
DETH,0.2262099879507423,8.58201226993865,2009
DEBB,0.1844973340026049,8.090472961518902,2010
DEBE,0.1448980213519344,8.590776152980878,2010
DEBW,0.1944316968902801,7.903254379817801,2010
DEBY,0.1963309735681588,7.360915813424346,2010
DEHB,0.2301447111570302,8.281270903010032,2010
DEHE,0.2760407746607423,7.908304416028901,2010
DEHH,0.2162934910804964,8.10735873850197,2010
DEMV,0.2555261798405359,7.681287699973774,2010
DENI,0.2805335014259494,8.112070928565403,2010
DENW,0.254158987891827,8.439630486340878,2010
DERP,0.2256879702245383,8.362389937106919,2010
DESH,0.2822553287002469,7.665872127477448,2010
DESL,0.2064619273779478,8.695115384615386,2010
DESN,0.1940020830372999,7.456425131348512,2010
DEST,0.2126979586788064,7.987589220684633,2010
DETH,0.2470666749311805,7.190018404907976,2010
DEBB,0.2259949886032007,9.928153924393964,2011
DEBE,0.1912666180824636,10.40191226096738,2011
DEBW,0.2435891363783858,9.628330763840223,2011
DEBY,0.2374118855021802,8.918889362912399,2011
DEHB,0.1978366344641736,10.090635451505015,2011
DEHE,0.2265734318903878,9.69985739411513,2011
DEHH,0.229073705683034,9.94862023653088,2011
DEMV,0.2184336308892835,9.436559139784949,2011
DENI,0.234801577018303,9.983391667369489,2011
DENW,0.2318718886401287,10.37108306737329,2011
DERP,0.2220786832256118,10.184377358490568,2011
DESH,0.252026766004981,9.410943570158688,2011
DESL,0.2467086542863185,10.460884615384616,2011
DESN,0.2277188669671823,9.38565017513135,2011
DEST,0.2226512792905794,9.994294731731005,2011
DETH,0.2198090986267981,9.125104294478527,2011
DEBB,0.2527470237470792,9.352578403119171,2012
DEBE,0.2107183007968716,9.79527559055118,2012
DEBW,0.2411295577540994,9.06528100911002,2012
DEBY,0.2322196486900424,8.549017349260525,2012
DEHB,0.2158914043066074,9.600334448160533,2012
DEHE,0.2630742854074299,9.079916337880878,2012
DEHH,0.2169750375956531,9.335611038107754,2012
DEMV,0.2454038807905571,8.845943701372498,2012
DENI,0.2558437780313563,9.453734081133508,2012
DENW,0.2645057505715178,9.653154920504788,2012
DERP,0.2706982743461421,9.46040754716981,2012
DESH,0.2791501960786421,8.799683940212024,2012
DESL,0.2512872601074955,9.723115384615385,2012
DESN,0.2584592732841203,8.87494527145359,2012
DEST,0.2479653418177034,9.44341344986647,2012
DETH,0.2495775432190164,8.591932515337424,2012
DEBB,0.2153909776243522,9.185302593659944,2013
DEBE,0.1388257808009101,9.615073115860516,2013
DEBW,0.2206221064802763,8.542298528381219,2013
DEBY,0.2160762057935909,8.112189988623435,2013
DEHB,0.2029567943793253,9.253846153846151,2013
DEHE,0.3148639138304437,8.677187811950374,2013
DEHH,0.1599119741728828,9.178580814717476,2013
DEMV,0.2589264771435698,8.888661596293382,2013
DENI,0.2394305527109074,9.05821455680189,2013
DENW,0.2673222496033618,9.19493455918953,2013
DERP,0.3227032627168381,8.982007547169811,2013
DESH,0.2470339531657689,8.783769012971621,2013
DESL,0.3361069858584715,9.22223076923077,2013
DESN,0.2041602968242324,8.403880253940455,2013
DEST,0.2599438645917323,9.081558630735616,2013
DETH,0.2375045435066032,8.083337423312884,2013
DEBB,0.2612936601201083,10.6560773012375,2014
DEBE,0.2058761279750176,11.141844769403823,2014
DEBW,0.2851307943327305,10.116560616678347,2014
DEBY,0.2512469456089776,9.609705631399317,2014
DEHB,0.1937812158074378,10.994314381270902,2014
DEHE,0.3058625134587714,10.314103722013597,2014
DEHH,0.2296088891706746,10.853088042049936,2014
DEMV,0.2838517987999703,10.227694728560188,2014
DENI,0.2774620554214825,10.784329931685924,2014
DENW,0.2321179025871854,10.934459637513545,2014
DERP,0.2615296179321422,10.658706918238993,2014
DESH,0.2911294184039918,10.467406334364917,2014
DESL,0.2509160501378221,10.929076923076922,2014
DESN,0.2478647645322833,10.144165936952714,2014
DEST,0.2826338476307618,10.67941247875698,2014
DETH,0.2737375018717685,9.788527607361964,2014
DEBB,0.3058578635502871,10.342302085099169,2015
DEBE,0.1740466610033474,10.833970753655793,2015
DEBW,0.2695012980957968,9.865076384022425,2015
DEBY,0.2505622002952168,9.440228953356083,2015
DEHB,0.2654478604101859,10.310702341137125,2015
DEHE,0.3187870666741878,9.923805675714217,2015
DEHH,0.2454087157499825,10.130223390275953,2015
DEMV,0.2728145642337267,9.75358422939068,2015
DENI,0.2665965365573681,10.145175845492115,2015
DENW,0.2708225504540567,10.333882821421252,2015
DERP,0.2968442060405167,10.238606289308176,2015
DESH,0.3065450306911946,9.701731744254957,2015
DESL,0.2942743659913802,10.500384615384617,2015
DESN,0.2433068361974292,9.940148861646234,2015
DEST,0.2571788987566794,10.322563729060452,2015
DETH,0.3160861552673572,9.493987730061349,2015
DEBB,0.2603440749743096,9.98287845397525,2016
DEBE,0.1944677917407495,10.442857142857145,2016
DEBW,0.2764859562755964,9.268675543097409,2016
DEBY,0.2629493958331115,8.886284129692832,2016
DEHB,0.2204340705708523,10.090635451505015,2016
DEHE,0.2853115362225462,9.452597803869374,2016
DEHH,0.2394419778251942,9.916819973718791,2016
DEMV,0.2543215513369509,9.615477751551708,2016
DENI,0.2739617691343645,9.929859998313232,2016
DENW,0.2490157219874954,10.09373700699792,2016
DERP,0.2293884906982799,9.746772327044026,2016
DESH,0.2851709802175133,9.603279120300256,2016
DESL,0.2649461846847867,9.899807692307691,2016
DESN,0.2648602536414519,9.372433231173378,2016
DEST,0.2626361698137278,10.082529740228212,2016
DETH,0.2553354156272523,9.02883435582822,2016
DEBB,0.2801096803193271,9.91199864383794,2017
DEBE,0.2409714197061681,10.284701912260967,2017
DEBW,0.2614613426319799,9.382096706377014,2017
DEBY,0.2671056342853908,8.84195534698521,2017
DEHB,0.207433772348701,10.090635451505015,2017
DEHE,0.2698312040638648,9.577853306079763,2017
DEHH,0.1765882227701103,9.897109067017084,2017
DEMV,0.2790803131006171,9.471120727336306,2017
DENI,0.2694605956151074,9.965956818756853,2017
DENW,0.2580759722449581,10.297683951629432,2017
DERP,0.2565817614831643,10.00719496855346,2017
DESH,0.2534524494803949,9.570185026667549,2017
DESL,0.2608049151689371,10.219076923076925,2017
DESN,0.2973421607041553,9.403732486865149,2017
DEST,0.25796603059921,10.042286962855062,2017
DETH,0.2737699199659636,9.099687116564418,2017
DEBB,0.2444325208926178,10.83039159179522,2018
DEBE,0.2067307067243675,11.284251968503938,2018
DEBW,0.2305104462950789,10.36202382620883,2018
DEBY,0.2179710419050106,9.90633105802048,2018
DEHB,0.2472458352998685,10.946822742474916,2018
DEHE,0.2343783029802844,10.533227171174596,2018
DEHH,0.230083960279072,10.676741130091983,2018
DEMV,0.1897881986371088,10.201691581431945,2018
DENI,0.2679458096487478,10.72741629417222,2018
DENW,0.2549425645979035,11.011223025795683,2018
DERP,0.2302421581409905,10.840900628930818,2018
DESH,0.261325125170141,10.176144070586686,2018
DESL,0.2305023137782026,11.111653846153846,2018
DESN,0.250334640770445,10.304334500875656,2018
DEST,0.2344870821302436,10.881544064093228,2018
DETH,0.2510056461603598,9.918484662576686,2018
DEBB,0.2528297264752698,11.056768943888798,2019
DEBE,0.1983352501231055,11.5289088863892,2019
DEBW,0.2537603486627394,9.857283812193414,2019
DEBY,0.2579403807413036,9.51577787258248,2019
DEHB,0.2913019089515107,10.85484949832776,2019
DEHE,0.2670218572891784,10.14314778723202,2019
DEHH,0.2377897256256277,10.642312746386336,2019
DEMV,0.2627599333274939,10.446476964769648,2019
DENI,0.2814054216407844,10.668775828624442,2019
DENW,0.2647956289530338,10.734936901589904,2019
DERP,0.2654847221000183,10.451330817610062,2019
DESH,0.3067666266545749,10.183248831237242,2019
DESL,0.2652387975912506,10.723038461538462,2019
DESN,0.2483580564278086,10.367786777583188,2019
DEST,0.2437932420103912,10.932158290847292,2019
DETH,0.2527116786889131,9.793693251533742,2019
DEBB,0.2611404851893665,10.94306831666384,2020
DEBE,0.1997976994092039,11.43498312710911,2020
DEBW,0.2635772566686372,10.224235459004907,2020
DEBY,0.2628669817630665,9.4961106370876,2020
DEHB,0.2344444851965112,11.05484949832776,2020
DEHE,0.2645197164457007,10.43225269762799,2020
DEHH,0.2046236856762012,10.841524310118263,2020
DEMV,0.2690184831822351,10.426772445143808,2020
DENI,0.2738086501104256,10.865937842624607,2020
DENW,0.2636469374692046,11.116554914648786,2020
