State,mean_ndvi,Mean_Sunshine,Year
DEHH,0.2046236856762012,183.1419185282523,2020
DEMV,0.2690184831822351,187.35084797622167,2020
DENI,0.2738086501104256,177.97255418739982,2020
DENW,0.2636469374692046,180.23629842180773,2020
DERP,0.2678942085632679,191.1579220125786,2020
DESH,0.2664219608535936,185.05040495160333,2020
DESL,0.2834922777752579,196.1820769230769,2020
DESN,0.2737755890425742,190.28862740805604,2020
DEST,0.2630395465763043,189.93462490895843,2020
DETH,0.2916768624266221,183.8918588957055,2020
DEBB,0.2467675559229202,163.8082454653331,2021
DEBE,0.1892211278650617,165.2230596175478,2021
DEBW,0.2423844049135524,180.49991030133145,2021
DEBY,0.2440313097929752,177.8805076791809,2021
DEHB,0.255065758662207,151.7505016722408,2021
DEHE,0.2732637833901231,155.4521129438608,2021
DEHH,0.2000702146273274,149.50998685939553,2021
DEMV,0.2294118016539979,161.68587726199843,2021
DENI,0.3027962652789905,146.72795184279326,2021
DENW,0.2855563951817037,150.79854185576667,2021
DERP,0.2866667457483882,168.16219371069184,2021
DESH,0.2549339681363056,155.47499176927636,2021
DESL,0.3101308415512098,174.86676923076922,2021
DESN,0.218674896651038,161.70206326619964,2021
DEST,0.2329994647146808,157.82469045884923,2021
DETH,0.2484285444759738,152.4572699386503,2021
DEBB,0.2720672026484517,201.7957484319376,2022
DEBE,0.2124949332349367,204.2917885264342,2022
DEBW,0.2656012795897344,217.6201653819201,2022
DEBY,0.2803148711034927,205.5119496587031,2022
DEHB,0.2222515811675614,200.84515050167224,2022
DEHE,0.2600378244063123,200.3487807196844,2022
DEHH,0.2101415192257278,195.154270696452,2022
DEMV,0.2681011512441654,199.30696302124312,2022
DENI,0.2703455281161969,194.48040819768912,2022
DENW,0.2658670130452935,198.3654700904752,2022
DERP,0.2565197467147811,209.5863547169812,2022
DESH,0.266100983259691,193.3858563244881,2022
DESL,0.25841800736763,213.92588461538463,2022
DESN,0.2571720904467363,200.3073336252189,2022
DEST,0.2591428303034672,201.1576547705754,2022
DETH,0.2551942504863311,196.95589570552147,2022
DEBB,0.2597474651994675,175.27848109849128,2023
DEBE,0.2115051765220272,181.02609673790772,2023
DEBW,0.246278381009188,184.6207091800981,2023
DEBY,0.2553508608711046,185.2103469852105,2023
DEHB,0.2393126271346304,168.64949832775918,2023
DEHE,0.2873700404578622,169.7996672529353,2023
DEHH,0.251567168226494,170.8448094612352,2023
DEMV,0.3123316539836018,178.45562986275024,2023
DENI,0.2949157692195739,165.45462174243062,2023
DENW,0.2681818664076079,165.27193218750918,2023
DERP,0.2857119777362538,179.09631194968551,2023
DESH,0.3070389825101086,174.66815697636136,2023
DESL,0.263982884660533,183.6355769230769,2023
DESN,0.2404244131646248,171.48359238178634,2023
DEST,0.2457309564309436,170.4971400825443,2023
DETH,0.2906449437793763,169.04469938650308,2023
DEBB,0.2594948219563924,185.12167825055096,2024
DEBE,0.2000188590111757,191.5300337457818,2024
DEBW,0.2648370730235829,165.44069236159777,2024
DEBY,0.2700155993531213,171.70298777019343,2024
DEHB,0.2562523312891587,165.02374581939802,2024
DEHE,0.2694532209543192,156.9263012786994,2024
DEHH,0.2430416579935925,164.34664914586074,2024
DEMV,0.2754153370105931,176.25453710988725,2024
DENI,0.2788399005302278,160.36244834275112,2024
DENW,0.2812065114830882,149.98148625303782,2024
DERP,0.277838975374357,158.57959245283018,2024
DESH,0.2760707044742165,164.64176598406533,2024
DESL,0.2596388873338059,158.9597307692308,2024
DESN,0.2074921113311131,183.07329794220664,2024
DEST,0.2432976493194367,175.8625297402282,2024
DETH,0.234434051219728,167.15509815950918,2024
