State,Mean_Temperature (°C),Min_Temperature (°C),Max_Temperature (°C)
DEBW,9.69149824807288,4.4,12.9
DEBY,9.12957053469852,-3.3,11.7
DEBE,10.832395950506188,10.3,11.5
DEBB,10.403159857602985,9.5,11.0
DEHB,10.390635451505018,10.2,10.4
DEHH,10.294875164257556,9.8,10.6
DEHE,9.777392213718686,6.4,12.0
DEMV,9.738945712037763,8.8,10.3
DENI,10.277515391751706,5.4,11.1
DENW,10.519506339121014,6.3,12.4
DERP,10.096583647798742,7.4,12.1
DESL,10.273807692307694,8.4,11.5
DEST,10.388099053168244,4.7,11.0
DESN,9.845714754816113,4.9,11.3
DESH,9.81080529400145,9.2,10.4
DETH,9.368159509202457,5.6,11.2
