State,Mean_Temperature (°C),Min_Temperature (°C),Max_Temperature (°C)
DEBW,9.859100210231253,4.8,12.8
DEBY,9.36606513083049,-3.1,11.2
DEBE,10.243307086614172,9.9,10.6
DEBB,9.922525851839294,8.9,10.5
DEHB,9.969565217391304,9.8,10.0
DEHH,9.993298291721418,9.4,10.5
DEHE,9.754808195084852,6.3,12.1
DEMV,9.237625666579248,8.2,9.8
DENI,9.84637766720081,5.0,10.7
DENW,10.2772318683571,6.2,12.2
DERP,10.159018867924528,7.5,12.1
DESL,10.53896153846154,8.4,11.9
DEST,9.976528283563974,4.4,10.7
DESN,9.460119308231176,4.6,10.8
DESH,9.317870547178508,8.6,10.0
DETH,9.111441717791411,5.6,10.8
