State,Mean_Temperature (°C),Min_Temperature (°C),Max_Temperature (°C)
DEBW,9.628330763840223,5.3,12.2
DEBY,8.918889362912399,-2.2,11.2
DEBE,10.40191226096738,9.6,11.0
DEBB,9.928153924393964,9.1,10.6
DEHB,10.090635451505015,9.9,10.2
DEHH,9.94862023653088,9.5,10.2
DEHE,9.69985739411513,6.7,11.9
DEMV,9.436559139784949,8.4,10.1
DENI,9.983391667369489,5.4,10.9
DENW,10.37108306737329,6.6,12.1
DERP,10.184377358490568,7.6,12.1
DESL,10.460884615384616,8.5,11.5
DEST,9.994294731731005,5.1,10.7
DESN,9.38565017513135,5.3,10.8
DESH,9.410943570158688,8.7,10.1
DETH,9.125104294478527,6.2,10.7
