id,mean_ndvi
DESN,0.11080343341905029
DEBY,0.18133361805618414
DERP,0.2147134829330482
DESL,0.2310065758108358
DESH,0.20466073934094692
DENI,0.23502628009938703
DENW,0.23800869627748966
DEBW,0.11441554172479591
DEBB,0.1817365815473939
DEMV,0.1289482161234096
DEHB,0.1982805791901559
DEHH,0.15548096818616186
DEHE,0.20478469843580185
DETH,0.1971826818381008
DEST,0.16534101486143646
DEBE,0.12766097791095138
